Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Employee_data_01,Chrome 72.0.3626.109,,2019-02-19 14:30:05,2019-02-19 14:30:56,50.988s,ERROR
,,,,,,
Test Cases/Login_page_info/Login_valid_info_1,Chrome 72.0.3626.109,,2019-02-19 14:30:06,2019-02-19 14:30:23,16.897s,PASSED
comment,Chrome 72.0.3626.109,,2019-02-19 14:30:06,2019-02-19 14:30:06,0.086s,PASSED
openBrowser,Chrome 72.0.3626.109,,2019-02-19 14:30:07,2019-02-19 14:30:16,9.712s,PASSED
navigateToUrl,Chrome 72.0.3626.109,Thor URL,2019-02-19 14:30:16,2019-02-19 14:30:19,2.730s,PASSED
setText,Chrome 72.0.3626.109,"Enter""E-mail""",2019-02-19 14:30:19,2019-02-19 14:30:19,0.282s,PASSED
setEncryptedText,Chrome 72.0.3626.109,"Enter""Password""
",2019-02-19 14:30:19,2019-02-19 14:30:20,0.313s,PASSED
click,Chrome 72.0.3626.109,"Click ""Login"" button",2019-02-19 14:30:20,2019-02-19 14:30:23,3.289s,PASSED
verifyElementPresent,Chrome 72.0.3626.109,Very Successful Login,2019-02-19 14:30:23,2019-02-19 14:30:23,0.072s,PASSED
,,,,,,
Test Cases/Configuration_info/Employee_data_01,Chrome 72.0.3626.109,,2019-02-19 14:30:23,2019-02-19 14:30:29,6.407s,ERROR
comment,Chrome 72.0.3626.109,,2019-02-19 14:30:23,2019-02-19 14:30:23,0.006s,PASSED
click,Chrome 72.0.3626.109,"Click "" Configuration""",2019-02-19 14:30:23,2019-02-19 14:30:24,0.929s,PASSED
delay,Chrome 72.0.3626.109,,2019-02-19 14:30:24,2019-02-19 14:30:29,5.016s,PASSED
"Statement - For ([i = 1, i <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(Employee-data_01).getRowNumbers(), (i++)])",Chrome 72.0.3626.109,,2019-02-19 14:30:29,2019-02-19 14:30:29,0.020s,PASSED
,,,,,,
Test Cases/Configuration_info/Employee_data_03,Chrome 72.0.3626.109,,2019-02-19 14:30:29,2019-02-19 14:30:56,26.246s,PASSED
setText,Chrome 72.0.3626.109,,2019-02-19 14:30:29,2019-02-19 14:30:30,0.229s,PASSED
delay,Chrome 72.0.3626.109,,2019-02-19 14:30:30,2019-02-19 14:30:35,5.004s,PASSED
click,Chrome 72.0.3626.109,,2019-02-19 14:30:35,2019-02-19 14:30:35,0.119s,PASSED
delay,Chrome 72.0.3626.109,,2019-02-19 14:30:35,2019-02-19 14:30:40,5.005s,PASSED
click,Chrome 72.0.3626.109,,2019-02-19 14:30:40,2019-02-19 14:30:40,0.122s,PASSED
click,Chrome 72.0.3626.109,,2019-02-19 14:30:40,2019-02-19 14:30:40,0.287s,PASSED
click,Chrome 72.0.3626.109,,2019-02-19 14:30:40,2019-02-19 14:30:40,0.067s,PASSED
delay,Chrome 72.0.3626.109,,2019-02-19 14:30:40,2019-02-19 14:30:45,5.003s,PASSED
click,Chrome 72.0.3626.109,,2019-02-19 14:30:45,2019-02-19 14:30:45,0.116s,PASSED
delay,Chrome 72.0.3626.109,,2019-02-19 14:30:45,2019-02-19 14:30:50,5.005s,PASSED
click,Chrome 72.0.3626.109,,2019-02-19 14:30:50,2019-02-19 14:30:56,5.126s,PASSED
